index,name,artist,release_date,length,popularity,tempo,time_signature
373,Brain Damage / Eclipse,Vitamin String Quartet,2003,5.20555,3,144.101,4
374,When Doves Cry,Prince,1984,5.881766667,71,126.47,4
375,Cinnamon Girl,The Crazy Horses,2013,2.89,0,104.996,4
376,Us and Them,Pink Floyd,1973,7.8204,65,72.623,4
377,Foreplay / Long Time,Boston,1976,7.794,65,118.693,4
378,Dreams,Fleetwood Mac,1988,4.240883333,74,120.473,4
379,Psycho Killer - 2005 Remaster,Talking Heads,1977,4.356883333,74,123.118,4
380,Subterranean Homesick Blues,Bob Dylan,1965,2.354883333,57,173.854,4
381,Alive - 2006 Remaster,P.O.D.,2006,3.394883333,57,80.899,4
382,I Can See For Miles,The Who,1967,4.143633333,52,130.91,4
383,Panama - 2015 Remaster,Van Halen,1984,3.503766667,74,141.169,4
384,Just like Heaven,The Cure,1987,3.533333333,66,151.219,4
385,Hot for Teacher - 2015 Remaster,Van Halen,1984,4.712433333,70,127.657,4
386,Spoonman,Soundgarden,1994,4.115333333,68,92.711,4
387,Tush - 2006 Remaster,ZZ Top,1975,2.298883333,66,145.405,4
388,Feel Good Inc.,Gorillaz,2005,3.710666667,81,138.559,4
389,Eight Miles High,The Byrds,1966,3.577333333,55,130.602,4
390,Hurricane,Bob Dylan,1976,8.54555,71,135.601,4
391,Your Song,Elton John,1970,4.029766667,77,128.157,4
392,Oye Como Va,Santana,1970,4.282216667,66,128.399,4
393,Janie's Got A Gun,Aerosmith,1994,5.493766667,58,115.121,4
394,Life's Been Good,Joe Walsh,1978,8.9371,69,99.31,4
395,Waterloo Sunset - Mono Mix,The Kinks,1967,3.236933333,66,107.839,4
396,Frankenstein,Edgar Winter,2002,4.76,52,95.211,4
397,Let's Stay Together,Al Green,1972,3.323266667,75,101.985,4
398,Radio Free Europe,R.E.M.,1983,4.086666667,48,154.953,4
399,Fly Like An Eagle,Steve Miller Band,1976,4.71155,68,100.08,4
400,Use Somebody,Kings of Leon,2008,3.846,76,137.028,4
401,Kryptonite,3 Doors Down,2000,3.898883333,78,99.009,4
402,Penny Lane - Remastered 2009,The Beatles,1967,3.014883333,66,113.038,4
403,Night Moves,Bob Seger,1976,5.407033333,71,118.552,4
404,Yellow Ledbetter,Pearl Jam,1991,5.059766667,70,140.87,4
405,Where It's At,Beck,1996,5.515766667,53,96.941,4
406,Call Me,Blondie,2004,3.5371,66,142.673,4
407,California Dreamin' - Single Version,The Mamas & The Papas,1966,2.706216667,79,112.367,4
408,Bat Out of Hell,Meat Loaf,1977,9.833333333,60,171.514,4
409,Like a Prayer,Madonna,2009,5.711333333,71,111.037,4
410,The Unforgiven,Metallica,1991,6.452216667,65,139.444,4
411,Purple Rain,Prince,1984,8.679766667,75,113.066,4
412,Love In An Elevator - Single Version,Aerosmith,1994,5.363766667,50,93.956,4
413,Blurry,Puddle Of Mudd,2001,5.066666667,66,157.462,4
414,The Sound of Silence - Acoustic Version,Simon & Garfunkel,1964,3.090216667,74,106.761,4
415,Miss You - Live,The Rolling Stones,2019,16.36443333,25,116.807,4
416,Slither,Velvet Revolver,2004,4.138433333,65,141.077,4
417,Gimme All Your Lovin',ZZ Top,1992,3.999766667,51,119.852,4
418,Cochise,Audioslave,2002,3.700433333,68,80.473,4
419,Bulls On Parade,Rage Against The Machine,1996,3.824433333,74,166.367,4
420,Long Train Runnin',The Doobie Brothers,1973,3.454433333,72,117.399,4
421,In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,1993,2.899766667,56,119.44,4
422,All My Love - 1990 Remaster,Led Zeppelin,1979,5.854433333,64,91.259,4
423,Black Water - Single Version,The Doobie Brothers,1976,4.30265,55,168.169,4
424,Cold as Ice,Foreigner,1977,3.342883333,68,132.542,4
425,Running on Empty,Jackson Browne,1978,4.864883333,66,136.58,4
426,Fame - 2016 Remaster,David Bowie,1975,4.356216667,59,95.1,4
427,Crazy,Gnarls Barkley,2006,3.034433333,72,111.963,4
428,Wonderful Tonight,Eric Clapton,1977,3.750433333,76,95.542,4
429,I Want To Hold Your Hand - Remastered 2015,The Beatles,2000,2.4291,72,130.726,4
430,Don't Stop Believin',Journey,2001,4.148433333,74,119.25,4
431,Stayin a Live,Super Tamarindo All Stars,2014,4.4,2,110.02,4
432,Killer Queen - Remastered 2011,Queen,1974,2.993333333,65,117.188,4
433,Feel like Makin' Love - 2015 Remaster,Bad Company,1975,5.230666667,69,85.126,4
434,Crawling,Linkin Park,2000,3.482666667,73,105.076,4
435,Crazy Little Thing Called Love - Remastered 2011,Queen,1980,2.722883333,74,77.015,4
436,Little Wing,Jimi Hendrix,1967,2.4291,71,70.776,4
437,For Those About to Rock (We Salute You),AC/DC,1981,5.737333333,66,134.021,4
438,I Got You (I Feel Good),James Brown & The Famous Flames,1966,2.763333333,70,143.332,4
439,Green Onions,Booker T. & the M.G.'s,1962,2.938883333,68,136.837,4
440,Misty Mountain Hop - Alternate Mix,Led Zeppelin,1971,4.750883333,52,132.554,4
441,Takin' Care Of Business,Bachman-Turner Overdrive,1973,4.83155,65,129.985,4
442,The Spirit Of Radio,Rush,1980,4.9411,64,135.811,4
443,Run Like Hell,Pink Floyd,1979,4.392883333,60,116.974,4
444,Voodoo Child (Slight Return),Jimi Hendrix,1968,5.222883333,67,175.561,4
445,Santeria,Sublime,1996,3.045766667,75,90.807,4
446,Young Lust,Pink Floyd,1979,3.499266667,61,95.485,4
447,I Alone,Live,1994,3.852216667,62,90.264,4
448,Give A Little Bit,Supertramp,1977,4.136216667,75,90.767,4
449,Soul to Squeeze,Red Hot Chili Peppers,2003,4.82555,66,88.171,4
450,A Horse with No Name,America,1972,4.203983333,77,123.179,4
451,With A Little Help From My Friends - Remastered 2009,The Beatles,1967,2.7351,65,112.035,4
452,Kiss,Prince,1986,3.770666667,73,111.485,4
453,Iris,The Goo Goo Dolls,2007,4.831766667,74,155.667,3
454,No Rain,Blind Melon,1992,3.618433333,74,148.117,4
455,Wild Thing,The Troggs,1966,2.588883333,63,203.871,4
456,Rock Around The Clock,Bill Haley & His Comets,1968,2.283333333,53,173.179,4
457,The Distance,Cake,1996,2.994216667,64,183.048,4
458,Ashes to Ashes - 2017 Remaster,David Bowie,1980,4.436,63,120.277,4
459,Stand by Me,Ben E. King,1962,3.000916667,78,118.068,4
460,Who'll Stop The Rain,Creedence Clearwater Revival,1970,2.458216667,66,123.566,4
461,Crazy On You,Heart,1975,4.890666667,66,129.878,4
462,Holiday,Green Day,2017,3.878,67,146.525,4
463,Sad But True,Metallica,1991,5.398883333,69,89.23,4
464,Owner of a Lonely Heart,Yes,1983,4.4751,70,125.061,4
465,We've Gotta Get out of This Place,The Animals,1987,3.214,52,124.321,4
466,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Various Artists,1998,4.979333333,76,121.154,4
467,Wanted Dead Or Alive,Bon Jovi,1986,5.144433333,74,150.056,4
468,Otherside,Red Hot Chili Peppers,1999,4.256216667,78,123.229,4
469,"What's The Frequency, Kenneth?",R.E.M.,1994,4.006666667,55,94.804,4
470,"Bizarre Love Triangle - 7"" Remix",Various Artists,2020,3.752883333,5,118.524,4
471,Learn to Fly,Foo Fighters,1999,3.92155,74,135.997,4
472,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,1967,3.474433333,68,65.09,1
473,Judith,A Perfect Circle,2000,4.1211,66,82.305,3
474,25 or 6 to 4 - 2002 Remaster,Chicago,1970,4.83,65,147.448,4
475,Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,2.668883333,78,116.109,4
476,Limelight,Rush,1981,4.33065,64,131.18,4
477,Breaking the Habit,Linkin Park,2003,3.281766667,58,100.021,4
478,The Final Countdown,Europe,1986,5.172216667,76,117.662,4
479,Lovesong - 2010 Remaster,The Cure,1989,3.492883333,61,140.112,4
480,The Hand That Feeds,Nine Inch Nails,2005,3.528,58,127.992,4
481,Locomotive Breath,Jethro Tull,1971,4.43355,60,124.551,4
482,Love Her Madly,The Doors,1971,3.307766667,66,147.462,4
483,Crossroads - Live,Cream,1968,4.307766667,61,131.648,4
484,Desire,U2,1988,2.989333333,61,108.577,4
485,"Fire - Live In Maui, 1970",Jimi Hendrix,2020,3.7171,43,176.097,4
486,With Arms Wide Open,Various Artists,2020,4.578433333,53,138.914,4
487,Psycho,Puddle Of Mudd,2007,3.510883333,64,126.034,4
488,Ramblin' Man,Allman Brothers Band,1989,4.808433333,70,179.396,4
489,Shine,Collective Soul,1994,5.100666667,68,150.135,4
490,Hound Dog,Elvis Presley,1958,2.2671,69,174.797,4
491,Suspicious Minds,Elvis Presley,1969,4.35465,72,116.557,4
492,More Human Than Human,White Zombie,1995,4.479333333,60,101.467,4
493,In Your Eyes - 2012 Remaster,Peter Gabriel,1986,5.506216667,55,89.284,4
494,We're An American Band - Remastered 2002,Grand Funk Railroad,1973,3.45155,61,127.689,4
495,Evil Ways,Santana,1969,3.9711,62,117.472,4
496,Re-Education (Through Labor),Rise Against,2008,3.70755,61,147.586,4
497,The Man Who Sold The World,Nirvana,1994,4.35155,74,115.102,4
498,Old Man - 2009 Remaster,Neil Young,1972,3.3691,68,141.317,4
499,Mr. Tambourine Man,The Byrds,1965,2.4911,64,120.336,4
500,I Was Made For Lovin' You,KISS,1979,4.520666667,79,128.373,4
501,Santa Monica,Everclear,1995,3.191766667,45,100.446,4
502,Take on Me,a-ha,1985,3.754666667,83,84.412,4
503,Crying,Roy Orbison,1962,2.774433333,61,96.685,4
504,Rebel Rebel - 2016 Remaster,David Bowie,1974,4.5791,75,125.988,4
505,The Wind Cries Mary,Jimi Hendrix,1967,3.34555,64,80.086,4
506,Tainted Love,Soft Cell,1981,2.564,68,144.437,4
507,Somewhere I Belong,Linkin Park,2003,3.56555,70,162.065,4
508,Brothers in Arms,Dire Straits,1985,6.99,52,79.095,4
509,Can't Help Falling In Love (Elvis Presley cover),Various Artists,2011,2.812433333,16,110.939,1
510,Twist And Shout - Remastered 2009,The Beatles,1963,2.5871,74,124.631,4
511,Megalomaniac,Incubus,2004,4.913333333,56,140.042,4
512,Blowin' in the Wind,Bob Dylan,1963,2.7571,70,174.874,4
513,China Grove,The Doobie Brothers,1973,3.2551,67,145.624,4
514,Goodbye Yellow Brick Road - Remastered 2014,Elton John,1973,3.213766667,58,121.227,4
515,Low Rider,War,1975,3.192666667,60,139.787,4
516,So Cold - Remix,Breaking Benjamin,2004,4.557333333,61,153.048,4
517,Stuck In The Middle With You,Various Artists,2009,3.398216667,71,124.166,4
518,Maybellene,Chuck Berry,1959,2.387333333,56,118.208,4
519,Blinded By The Light,Manfred Mann's Earth Band,1976,7.13555,62,142.156,4
520,Monkey Wrench,Foo Fighters,1997,3.858,69,174.217,4
521,Jamming,Bob Marley & The Wailers,1977,3.516666667,73,123.583,4
522,Sharp Dressed Man - 2008 Remaster,ZZ Top,1983,4.300433333,73,125.145,4
523,Hungry Heart,Bruce Springsteen,1980,3.324216667,69,109.823,4
524,I Am the Highway,Audioslave,2002,5.581766667,66,174.875,4
525,Long Tall Sally (The Thing),Little Richard,1957,2.123766667,62,184.694,4
526,Just What I Needed,The Cars,1978,3.760433333,70,127.224,4
527,Folsom Prison Blues,Johnny Cash,1957,2.809233333,56,101.738,4
528,Woodstock,"Crosby, Stills, Nash & Young",1970,3.896216667,55,118.928,4
529,Unchained Melody,The Righteous Brothers,1965,3.63355,72,98.54,3
530,Going to California - Remaster,Led Zeppelin,1971,3.536,67,78.044,4
531,Every Little Thing She Does Is Magic,The Police,1981,4.342883333,73,81.909,4
532,Girls Just Want to Have Fun,Cyndi Lauper,1983,3.9711,77,120.372,4
533,You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,1965,3.774216667,63,94.791,4
534,Bawitdaba,Kid Rock,1998,4.430666667,66,90.592,4
535,Do It Again,Steely Dan,1972,5.94555,70,124.574,4
536,Intergalactic - Remastered,Beastie Boys,1998,3.858216667,68,105.932,4
537,Listen to the Music,The Doobie Brothers,1972,3.787766667,76,105.929,4
538,Nothing Compares 2 U,Sinéad O'Connor,1990,4.667333333,75,119.917,4
539,Paralyzer,Finger Eleven,2007,3.468433333,71,106.031,4
540,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young,1979,3.795083333,68,127.182,4
541,Like a Stone,Audioslave,2002,4.899333333,76,107.849,4
542,I Walk the Line,Johnny Cash,1970,2.942216667,67,98.805,4
543,The Pretender,Foo Fighters,2007,4.48955,77,172.984,4
544,Long Road To Ruin,Foo Fighters,2007,3.748,59,146.781,4
545,(Sittin' On) the Dock of the Bay,Otis Redding,1968,2.72925,74,103.621,4
546,Sheena Is a Punk Rocker - 2017 Remaster,Ramones,1977,2.832,59,176.243,4
547,Get Off Of My Cloud - Mono Version,The Rolling Stones,1965,2.918,55,126.336,4
548,Shoot to Thrill,AC/DC,1980,5.290433333,73,141.038,4
549,Higher,Creed,1999,5.278883333,68,155.827,4
550,Inside the Fire,Disturbed,2008,3.85955,67,94.003,4
551,What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,1969,4.732883333,57,78.086,4
552,Truckin' - 2001 Remaster,Grateful Dead,2003,5.089333333,44,127.02,4
553,Turn The Page - Live In Detroit/1975,Bob Seger,1976,5.019766667,58,78.827,4
554,I Want You to Want Me,Cheap Trick,1977,3.1871,71,92.726,4
555,Into the Mystic - 2013 Remaster,Van Morrison,1970,3.426883333,74,86.204,4
556,Hunger Strike,Temple Of The Dog,1990,4.104433333,61,137.789,4
557,Hard To Handle,The Black Crowes,1990,3.134433333,69,103.783,4
558,Bad - Edit,U2,1998,5.8251,58,98.434,4
559,Come On Eileen,Dexys Midnight Runners,1982,4.788433333,1,106.799,4
560,We're Not Gonna Take It,Twisted Sister,1984,3.6611,73,149.186,4
561,Stinkfist,TOOL,1996,5.202,65,171.454,4
562,Semi-Charmed Life,Third Eye Blind,1997,4.472666667,75,102.026,4
563,Surrender,Cheap Trick,1978,4.228883333,69,133.849,4
564,The Ocean - 1990 Remaster,Led Zeppelin,1973,4.5171,56,87.982,4
565,Photograph,Def Leppard,1983,4.1327,66,123.679,4
566,Jessica - Live At The Oakland Coliseum/1975,Allman Brothers Band,1976,9.174966667,18,106.704,4
567,We Can Work It Out - Remastered 2015,The Beatles,2000,2.26155,61,106.071,4
568,Master of Puppets (Remastered),Metallica,1986,8.589766667,67,105.25,4
569,Rave On,Buddy Holly,1958,1.832666667,57,159.629,4
570,High And Dry,Radiohead,1995,4.291333333,72,87.773,4
571,The Chain - 2004 Remaster,Fleetwood Mac,1977,4.50355,82,151.553,4
572,Jet - Remastered 2010,Wings,1973,4.139333333,57,128.918,4
573,Friday I'm in Love,The Cure,1992,3.573333333,66,136.203,4
574,All You Need Is Love - Remastered 2009,The Beatles,1967,3.839766667,66,103.436,4
575,Lonely Boy,The Black Keys,2011,3.22755,72,166.3,4
576,American Girl,Tom Petty and the Heartbreakers,1976,3.578883333,74,114.512,4
577,I'm On Fire,Bruce Springsteen,1984,2.598,75,88.591,4
578,Rock Lobster,Various Artists,2009,6.824,34,91.19,4
579,Love Hurts - Single Edit,Nazareth,1975,3.868666667,67,79.954,4
580,I Will Follow - Remastered 2008,U2,1980,3.6231,59,155.293,4
581,Day Tripper - Remastered 2015,The Beatles,2000,2.816666667,62,137.453,4
582,Wrong Way,Sublime,1996,2.2691,65,75.034,4
583,Faint,Linkin Park,2003,2.71,56,135.095,4
584,Fade To Black (Remastered),Metallica,1984,6.953766667,63,113.47,4
585,Renegades Of Funk,Rage Against The Machine,2000,4.569333333,66,123.851,4
586,Mississippi Queen,Mountain,1970,2.52155,69,139.714,4
587,"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",Yes,1971,6.8891,54,134.917,4
588,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,1967,2.048216667,64,95.513,4
589,Don't You (Forget About Me),Simple Minds,1985,4.384,75,111.346,4
590,I Shot The Sheriff,Eric Clapton,1974,4.395766667,65,94.395,4
591,Fell On Black Days,Soundgarden,1994,4.7171,66,101.069,3
592,Dammit,blink-182,1997,2.756216667,64,110.373,4
593,Viva La Vida,Coldplay,2008,4.03955,80,138.015,4
594,Rocky Mountain Way,Joe Walsh,1973,5.256666667,61,86.47,4
595,Whipping Post,Allman Brothers Band,1969,5.290633333,57,97.968,4
596,Love Shack,The B-52's,1989,5.35955,70,133.858,4
597,Toxicity,System Of A Down,2001,3.648883333,78,116.681,3
598,Living For The City,Stevie Wonder,2002,3.6551,55,98.233,4
599,Smooth (feat. Rob Thomas),Santana,1999,4.916433333,69,115.996,4
600,Wish You Were Here,Incubus,2001,3.54555,68,169.873,4
601,I Heard It Through The Grapevine - Edit,Various Artists,2019,3.884433333,50,117.581,4
602,Silent Lucidity - Remastered 2003,Queensrÿche,1990,5.796,62,140.049,4
603,Magic Bus - Mono Edit,The Who,1979,3.377766667,42,92.313,4
604,Don't Be Cruel,Elvis Presley,1958,2.048216667,61,84.802,4
605,Take The Money And Run,Steve Miller Band,1976,2.836216667,67,99.3,4
606,Every Rose Has Its Thorn - Remastered 2003,Poison,1988,4.336216667,72,140.167,4
607,It's Been Awhile,Staind,2001,4.411766667,66,116.529,4
608,Pump It Up,Elvis Costello & The Attractions,1978,3.278,61,138.999,4
609,Have a Cigar,Pink Floyd,1975,5.128883333,64,120.154,4
610,Bargain,The Who,1971,5.559766667,48,133.883,4
611,Hungry Like the Wolf - 2009 Remaster,Duran Duran,1982,3.6771,72,127.568,4
612,Comedown - Remastered,Bush,1994,5.444433333,51,139.631,4
613,Street Fighting Man - 50th Anniversary Edition,The Rolling Stones,1968,3.252433333,57,128.178,4
614,Pink Houses,John Mellencamp,1983,4.727766667,64,115.23,4
615,B. Y. O. B. - 8-Bit System of a Down Emulation,8-Bit Arcade,2017,4.09785,12,107.064,4
616,Lucky Man - 2012 Remastered Version,"Emerson, Lake & Palmer",2016,4.62755,53,154.627,3
617,Man On The Moon,R.E.M.,1992,5.236216667,68,118.567,4
618,18 and Life,Skid Row,1989,3.832666667,69,90.435,4
619,When I'm Gone,3 Doors Down,2002,4.338883333,69,148.095,4
620,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,1970,4.1051,64,105.205,4
621,Woman from Tokyo,Deep Purple,1973,5.810666667,38,126.99,4
622,"What'd I Say, Pt. 1 & 2",Ray Charles,1959,5.11755,62,88.385,4
623,Magic Man,Heart,1975,5.472666667,60,103.818,4
624,Hot Blooded,Foreigner,1978,4.478216667,63,117.945,4
625,Run to the Hills - 2015 Remaster,Iron Maiden,1982,3.891766667,71,173.671,4
626,Can't Get Enough - 2015 Remaster,Bad Company,1974,4.272666667,57,126.045,4
627,Addicted To Love,Robert Palmer,1985,6.060666667,68,111.617,4
628,Gloria (feat. Van Morrison) - Stereo Version,Van Morrison,2015,2.613333333,62,129.118,4
629,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983,3.61555,81,125.135,4
630,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,1991,5.264,44,108.296,4
631,Love Me Two Times,The Doors,1967,3.251766667,63,132.846,4
632,God Save the Queen,Sex Pistols,1977,3.334666667,50,148.246,4
633,Hey Man Nice Shot,Filter,1995,5.240666667,65,177.014,4
634,Young Americans - 2016 Remaster,David Bowie,1975,5.228433333,59,84.236,4
635,Schism,TOOL,2001,6.72555,68,107.438,3
636,"Oh, Pretty Woman",Roy Orbison,1962,2.982216667,74,127.432,4
637,In My Place,Coldplay,2002,3.778,71,144.636,4
638,Common People,Pulp,1995,5.860433333,69,145.393,4
639,Monkey Gone to Heaven,Pixies,1989,2.957766667,62,116.433,4
640,Whole Lotta Shakin' Going On,Jerry Lee Lewis,1969,2.885966667,46,161.532,4
641,Panic Switch,Silversun Pickups,2009,5.731766667,58,198.556,3
642,All Day and All of the Night,The Kinks,1964,2.358433333,68,136.921,4
643,Whole Lotta Rosie,AC/DC,1977,5.563333333,66,159.176,4
644,Just A Girl,No Doubt,1995,3.486666667,64,107.991,4
645,Will You Love Me Tomorrow,The Shirelles,1961,2.678216667,62,136.128,4
646,Runaway Train,Soul Asylum,1992,4.4311,70,117.341,4
647,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,1993,3.269766667,63,182.032,3
648,No Time,The Guess Who,1971,3.6571,42,128.265,4
649,Holy Diver,Dio,1983,5.896433333,61,91.955,4
650,Communication Breakdown - Remaster,Led Zeppelin,1969,2.503333333,50,175.04,4
651,Time of the Season - Mono Version,The Zombies,1968,3.5671,66,117.111,4
652,Groove Is in the Heart,Deee-Lite,2005,3.8631,64,121.554,4
653,Poison,Alice Cooper,1989,4.501333333,72,118.698,4
654,Sexual Healing - Kygo Remix,Marvin Gaye,2015,6.1386,6,100.987,4
655,Spirit in the Sky,Various Artists,1979,3.993333333,37,128.262,4
656,Cold Hard Bitch,Jet,2003,4.053333333,61,130.327,4
657,Because the Night,Patti Smith,1978,3.413333333,67,123.539,4
658,Suffragette City - 2012 Remaster,David Bowie,1972,3.47355,58,142.655,4
659,Like a Hurricane - 2017 Remaster,Neil Young,1977,8.29155,54,113.829,4
660,Speed of Sound,Coldplay,2005,4.798433333,69,123.067,4
661,Walking On The Moon,The Police,1979,5.013766667,65,145.992,4
662,Pretty Fly (For A White Guy),The Offspring,1998,3.144433333,73,143.373,4
663,Sloop John B - Remastered,The Beach Boys,1966,3.002216667,60,125.575,4
664,Rock & Roll Band,Boston,1976,3.005766667,58,136.743,4
665,Let's Dance - 1999 Remaster,David Bowie,1983,7.618883333,3,115.043,4
666,Don't Stop - 2004 Remaster,Fleetwood Mac,1977,3.222433333,68,118.731,4
667,Jane Says,Jane's Addiction,1988,4.783333333,66,81.806,4
668,Clint Eastwood,Gorillaz,2001,5.682,70,167.964,4
669,One of These Nights - 2013 Remaster,Eagles,1975,4.861416667,70,110.061,4
670,I'm Waiting For The Man,The Velvet Underground,1967,4.658666667,59,125.844,4
671,Celebrity Skin,Hole,1998,2.7111,66,134.163,4
672,Suck My Kiss,Red Hot Chili Peppers,1991,3.618883333,64,101.514,4
673,Suzie Q,Creedence Clearwater Revival,1968,8.619316667,56,129.911,4
674,Patience,Guns N' Roses,1987,5.914666667,68,120.021,4
675,Love Me Tender - with The Royal Philharmonic Orchestra,Elvis Presley,2015,3.420433333,56,103.667,3
676,Cult of Personality,Living Colour,1988,4.913766667,64,92.031,4
677,Du hast,Rammstein,1997,3.903766667,0,125.066,4
678,Corduroy - Remastered,Pearl Jam,1994,4.626433333,56,131.304,4
